,PUMA Number,PUMA Name,Latitude,Longitude,Elevation,Time Zone
280,G06006507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PUMA",33.906,-116.935,770,-8
281,G06007113,San Bernardino County (Southwest)--Ontario City PUMA,34.047,-117.609,272,-8
282,G06007114,San Bernardino County (Southwest)--Chino & Chino Hills Cities PUMA,33.966,-117.694,185,-8
283,G06007115,San Bernardino County (Southwest)--Fontana City (West) PUMA,34.095,-117.483,360,-8
284,G06007301,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA,33.34,-117.398,118,-8
285,G06007302,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center PUMA",33.078,-116.542,862,-8
286,G06007303,San Diego County (Northwest)--Vista City PUMA,33.211,-117.211,179,-8
287,G06007304,San Diego County (Northwest)--Carlsbad City PUMA,33.133,-117.287,80,-8
288,G06007305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities PUMA,33.13,-117.154,261,-8
289,G06007321,San Diego County (Southwest)--Chula Vista (West) & National City Cities PUMA,32.638,-117.086,18,-8
290,G06007322,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay) PUMA,32.567,-117.016,158,-8
291,G06007501,San Francisco County (North & West)--Richmond District PUMA,37.733,-123.052,0,-8
292,G06007502,San Francisco County (North & East)--North Beach & Chinatown PUMA,37.851,-122.401,0,-8
293,G06007504,San Francisco County (Central)--Inner Mission & Castro PUMA,37.754,-122.428,65,-8
294,G06007505,San Francisco County (Central)--Sunset District (North) PUMA,37.753,-122.482,108,-8
295,G06007506,San Francisco County (South Central)--Sunset District (South) PUMA,37.727,-122.47,80,-8
296,G06007507,San Francisco County (South Central)--Bayview & Hunters Point PUMA,37.725,-122.396,8,-8
297,G06007701,San Joaquin County (Central)--Stockton City (North) PUMA,38.023,-121.319,5,-8
298,G06007702,San Joaquin County (Central)--Stockton City (South) PUMA,37.947,-121.29,5,-8
299,G06003751,Los Angeles County (South Central)--LA City (South Central/Watts) PUMA,33.952,-118.262,38,-8
300,G06003752,Los Angeles County (South)--South Gate & Lynwood Cities PUMA,33.937,-118.197,30,-8
301,G06003753,Los Angeles County (South)--Downey City PUMA,33.937,-118.132,36,-8
302,G06003754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA,33.922,-118.034,35,-8
303,G06003755,Los Angeles County (Southeast)--Norwalk City PUMA,33.905,-118.088,27,-8
304,G06003756,Los Angeles County (Southeast)--Bellflower & Paramount Cities PUMA,33.892,-118.149,22,-8
305,G06006508,Riverside County (Northwest)--Moreno Valley City PUMA,33.919,-117.186,486,-8
306,G06006509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley PUMA",33.825,-117.204,441,-8
307,G06006510,Riverside County (Northwest)--Riverside City (East) PUMA,33.936,-117.333,413,-8
308,G06006511,Riverside County (Northwest)--Riverside City (West) PUMA,33.951,-117.442,241,-8
309,G06005907,Orange County (North Central)--Fullerton & Placentia Cities PUMA,33.884,-117.916,94,-8
310,G06005908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA",33.805,-118.046,10,-8
311,G06005909,Orange County (North Central)--Anaheim City (West) PUMA,33.821,-117.96,32,-8
312,G06005910,Orange County (North Central)--Anaheim City (East) PUMA,33.85,-117.796,112,-8
313,G06005911,Orange County (Central)--Orange & Villa Park Cities PUMA,33.802,-117.821,92,-8
314,G06006512,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens PUMA",33.853,-117.475,434,-8
315,G06006513,Riverside County (West Central)--Corona (Northwest) & Norco Cities PUMA,33.892,-117.573,173,-8
316,G06006514,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities PUMA,33.985,-117.507,206,-8
317,G06006515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA",33.577,-116.294,600,-8
318,G06007703,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities PUMA",37.681,-121.382,32,-8
319,G06007704,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities PUMA",38.014,-121.234,13,-8
320,G06007901,San Luis Obispo County (West)--Coastal Region PUMA,35.399,-120.921,0,-8
321,G06007902,San Luis Obispo County (East)--Inland Region PUMA,35.389,-120.31,786,-8
322,G06006701,Sacramento County (North Central)--Citrus Heights City PUMA,38.691,-121.288,47,-8
323,G06006702,Sacramento County (Central)--Rancho Cordova City PUMA,38.576,-121.257,44,-8
324,G06006703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West) PUMA",38.624,-121.325,38,-8
325,G06008101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA",37.637,-122.477,185,-8
326,G06008102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA",37.652,-122.414,7,-8
327,G06008103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA",37.577,-122.358,17,-8
328,G06008104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA,37.415,-122.372,189,-8
329,G06008105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA",37.505,-122.242,1,-8
330,G06008106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA",37.426,-122.225,57,-8
331,G06008301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA,34.916,-120.44,74,-8
332,G06006704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park PUMA",38.653,-121.382,27,-8
333,G06006705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas) PUMA,38.671,-121.538,7,-8
334,G06006706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda PUMA",38.685,-121.431,19,-8
335,G06006707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA,38.567,-121.458,10,-8
336,G06006708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park) PUMA",38.515,-121.382,13,-8
337,G06006709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA",38.484,-121.486,6,-8
338,G06006710,Sacramento County (Central)--Elk Grove City PUMA,38.42,-121.399,9,-8
339,G06006711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region PUMA",38.342,-121.322,13,-8
340,G06006712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East) PUMA",38.67,-121.168,89,-8
341,G06007101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA,34.901,-116.049,835,-8
342,G06003757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA,33.891,-118.235,24,-8
343,G06003758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA",33.898,-118.312,15,-8
344,G06003759,Los Angeles County (South Central)--Hawthorne City PUMA,33.918,-118.35,21,-8
345,G06007102,San Bernardino County (West Central)--Victorville & Adelanto Cities PUMA,34.599,-117.482,867,-8
346,G06007103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town PUMA,34.453,-117.283,930,-8
347,G06007104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City PUMA",34.267,-117.146,1493,-8
348,G06007105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA,34.06,-117.091,798,-8
349,G06007106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities PUMA",34.045,-117.302,318,-8
350,G06007107,San Bernardino County (Southwest)--San Bernardino City (East) PUMA,34.119,-117.223,352,-8
351,G06007108,San Bernardino County (Southwest)--San Bernardino City (West) PUMA,34.133,-117.311,358,-8
352,G06007109,San Bernardino County (Southwest)--Rialto City PUMA,34.13,-117.397,436,-8
353,G06007110,San Bernardino County (Southwest)--Fontana City (East) PUMA,34.081,-117.438,359,-8
354,G06008302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA",34.738,-120.035,635,-8
355,G06008303,Santa Barbara County--South Coast Region PUMA,33.975,-120.148,187,-8
356,G06008501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA",37.361,-122.113,88,-8
357,G06008502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA,37.411,-122.004,2,-8
358,G06008503,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities PUMA,37.374,-121.954,11,-8
359,G06008504,Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA,37.427,-121.876,28,-8
360,G06008505,Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA,37.375,-121.801,228,-8
361,G06010703,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA",36.225,-118.737,1328,-8
362,G06011101,Ventura County (Southeast)--Simi Valley City PUMA,34.261,-118.736,275,-8
363,G06011102,Ventura County (Southeast)--Thousand Oaks City PUMA,34.194,-118.821,356,-8
364,G06011103,Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA,34.174,-119.199,7,-8
365,G06011104,Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA,34.268,-119.226,59,-8
366,G06011105,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities PUMA",34.534,-119.121,1323,-8
367,G06011106,Ventura County (South Central)--Camarillo & Moorpark Cities PUMA,34.071,-119.016,8,-8
368,G06011300,"Yolo County--Davis, Woodland & West Sacramento Cities PUMA",38.679,-121.903,39,-8
369,G06010702,Tulare County (West Central)--Tulare & Porterville Cities PUMA,36.133,-119.243,93,-8
370,G06003746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park) PUMA,34.029,-118.298,55,-8
371,G06007503,San Francisco County (Central)--South of Market & Potrero PUMA,37.771,-122.4,4,-8
372,G06008512,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA,37.21,-121.83,95,-8
373,G06003704,Los Angeles County (North Central)--Palmdale City PUMA,34.591,-118.109,797,-8
374,G06003702,Los Angeles County (Northwest)--Santa Clarita City PUMA,34.414,-118.495,425,-8
375,G06003745,Los Angeles County (Central)--LA City (Southeast/East Vernon) PUMA,34.006,-118.26,59,-8
376,G06003733,Los Angeles County (Central)--LA City (Central/Koreatown) PUMA,34.062,-118.297,72,-8
377,G06008900,Shasta County--Redding City PUMA,40.761,-122.044,535,-8
378,G08000815,Denver City (Southeast) PUMA,39.688,-104.908,1645,-7
379,G08000100,Northeast Colorado--Eastern Plains Region PUMA,39.568,-103.199,1501,-7
380,G08000102,Larimer County (South)--Loveland City PUMA,40.402,-105.389,2307,-7
381,G08000103,Larimer County (North)--Fort Collins City PUMA,40.769,-105.482,2411,-7
382,G08000200,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties PUMA",40.21,-107.928,2389,-7
383,G08000300,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA",40.445,-104.728,1423,-7
384,G08000400,"Eagle, Summit, Grand & Jackson Counties PUMA",39.959,-106.451,2878,-7
385,G08000600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA",38.518,-105.549,2652,-7
386,G08000816,Denver City (Southwest) PUMA,39.674,-105.039,1665,-7
387,G08000817,Jefferson County (Northeast)--Arvada City PUMA,39.821,-105.136,1661,-7
388,G08000818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA",39.746,-105.134,1697,-7
389,G08000819,Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge PUMA,39.664,-105.131,1700,-7
390,G08000820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA",39.609,-105.027,1621,-7
391,G08000821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park PUMA,39.519,-105.13,1845,-7
392,G08000822,Douglas County (South)--Castle Rock Town PUMA,39.304,-104.951,2001,-7
393,G08000823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery PUMA,39.399,-104.627,1981,-7
394,G08000824,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast) PUMA,39.905,-104.31,1547,-7
395,G08000700,Pueblo County (North)--Pueblo City & Pueblo West PUMA,38.318,-104.578,1491,-7
396,G08000800,Southeast Colorado PUMA,37.35,-103.317,1667,-7
397,G08000900,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties PUMA",37.814,-107.653,2855,-7
398,G08001001,Mesa County (Central)--Greater Grand Junction & Fruita Cities PUMA,39.111,-108.543,1437,-7
399,G08001002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA",38.593,-108.301,2180,-7
400,G08004101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA,38.829,-104.647,1885,-7
401,G08004102,El Paso County (West Central)--Colorado Springs City (West) PUMA,38.848,-104.856,1862,-7
402,G08004103,El Paso County (Central)--Colorado Springs City (Central) PUMA,38.872,-104.785,1920,-7
403,G08004104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,38.897,-104.722,2033,-7
404,G08004105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield PUMA,38.783,-104.725,1819,-7
405,G08004106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA,39.035,-104.688,2313,-7
406,G08000801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA",39.805,-105.468,2810,-7
407,G08000802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town PUMA,40.157,-105.044,1499,-7
408,G08000803,Boulder County (Central)--Boulder City PUMA,40.034,-105.225,1593,-7
409,G08000804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",39.944,-105.099,1605,-7
410,G08000805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA,39.89,-105.027,1661,-7
411,G08000806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,39.901,-104.952,1590,-7
412,G08000807,Adams County (West Central)--Commerce City & Brighton Cities PUMA,39.904,-104.812,1560,-7
413,G08000808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA,39.614,-104.778,1766,-7
414,G08000810,Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA,39.717,-104.849,1670,-7
415,G08000811,Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA,39.604,-104.902,1727,-7
416,G08000812,Denver City (Northeast) PUMA,39.82,-104.779,1625,-7
417,G08000813,Denver City (Northwest) PUMA,39.76,-105.019,1617,-7
418,G08000814,Denver City (South Central) PUMA,39.701,-104.966,1626,-7
419,G08000809,Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA,39.69,-104.805,1674,-7
420,G09000100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns PUMA",41.408,-73.454,121,-5
421,G09000101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA",41.209,-73.369,89,-5
422,G09000102,Stamford & Greenwich Towns PUMA,41.079,-73.601,64,-5
423,G09000103,"Norwalk, Westport & Darien Towns PUMA",41.04,-73.336,0,-5
424,G09000104,Bridgeport Town PUMA,41.187,-73.196,13,-5
425,G09000105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA",41.327,-73.219,183,-5
426,G09000300,Hartford County (North) PUMA,41.946,-72.7,47,-5
427,G09000301,Manchester & East Hartford Towns PUMA,41.772,-72.561,32,-5
428,G09000302,Hartford Town PUMA,41.766,-72.683,10,-5
429,G09000303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA",41.813,-72.824,48,-5
430,G09000304,"Bristol, Southington & Burlington Towns PUMA",41.676,-72.925,145,-5
431,G09000305,"New Britain, Berlin & Plainville Towns PUMA",41.631,-72.806,75,-5
432,G09000306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA",41.676,-72.576,115,-5
433,G09000500,Litchfield County PUMA,41.792,-73.235,388,-5
434,G09000700,Middlesex County PUMA,41.435,-72.524,127,-5
435,G09000900,New Haven County (Northwest) PUMA,41.493,-73.074,94,-5
436,G09000901,Waterbury Town PUMA,41.559,-73.037,101,-5
437,G09000902,"Meriden, Wallingford & North Haven Towns PUMA",41.462,-72.815,49,-5
438,G09000903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA",41.383,-72.995,118,-5
439,G09000904,"West Haven, Milford & Orange Towns PUMA",41.253,-73.026,29,-5
440,G09000905,New Haven Town PUMA,41.309,-72.923,8,-5
441,G09000906,"East Haven, Branford, Guilford, Madison & North Branford Towns PUMA",41.19,-72.766,0,-5
442,G09001100,New London County (North) PUMA,41.544,-72.084,42,-5
443,G09001101,New London County (South) PUMA,41.343,-72.145,5,-5
444,G09001300,Tolland County PUMA,41.858,-72.341,218,-5
445,G09001500,Windham County PUMA,41.825,-71.991,108,-5
446,G10000101,New Castle County (East Central)--Wilmington City PUMA,39.732,-75.564,2,-5
447,G10000102,New Castle County (North)--Hockessin PUMA,39.785,-75.599,86,-5
448,G10000103,New Castle County (West Central)--Newark City & Brookside PUMA,39.683,-75.693,22,-5
449,G10000104,"New Castle County (South)--Middletown Town, Bear & Glasgow PUMA",39.482,-75.63,1,-5
450,G10000200,Kent County--Dover City PUMA,39.097,-75.503,7,-5
451,G10000300,Sussex County PUMA,38.678,-75.335,13,-5
452,G11000101,District of Columbia (West) PUMA,38.938,-77.073,119,-5
453,G11000102,District of Columbia (North) PUMA,38.955,-77.025,66,-5
454,G11000103,District of Columbia (Northeast) PUMA,38.913,-76.982,26,-5
455,G11000104,District of Columbia (East) PUMA,38.86,-76.979,79,-5
456,G11000105,District of Columbia (Central) PUMA,38.893,-77.027,2,-5
457,G12001900,Clay County PUMA,29.987,-81.858,22,-5
458,G12001104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA,26.228,-80.127,2,-5
459,G12001105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA",26.193,-80.203,2,-5
460,G12001106,Broward County (Central)--Plantation & Sunrise Cities PUMA,26.139,-80.276,0,-5
461,G12001107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA,26.159,-80.214,2,-5
462,G12000101,Alachua County (Central)--Gainesville City (Central) PUMA,29.663,-82.336,55,-5
463,G12000102,Alachua County (Outer) PUMA,29.809,-82.504,38,-5
464,G12000500,"Walton, Washington, Holmes & Bay Counties PUMA",30.531,-85.867,5,-6
465,G12000902,Brevard County (East)--Beaches & Merritt Island PUMA,28.415,-80.627,0,-5
466,G12000903,Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA,28.028,-80.762,5,-5
467,G12000904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns PUMA",27.938,-80.614,8,-5
