Date de demande de service,Mois et année ,Exercice financier du gouvernement du Canada (EF),Année civile,Province/territoire du concessionnaire,Code postal du concessionnaire,Achat ou location,Année-modèle,Marque du véhicule,Modèle du véhicule,Marque du véhicule et modèle,"Batterie, hybride rechargeable ou à hydrogène (VÉ, VHR ou VÉPC)",Classe de véhicule,Type de véhicule,Montant d'incitatif admissible (en dollars),Province/territoire du bénéficiaire ,Pays 
2022-12-16,Décembre 2022,2022-2023,2022,Nouvelle-Écosse ,B3K 0A2,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouvelle-Écosse ,Canada
2022-12-16,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V5C 3Z5,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-16,Décembre 2022,2022-2023,2022,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-16,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-16,Décembre 2022,2022-2023,2022,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-16,Décembre 2022,2022-2023,2022,Québec ,J7Y 5G2,Achat,2022,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Ontario,Canada
2022-12-16,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-17,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V3R 4G6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-19,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V1J 5T5,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-19,Décembre 2022,2022-2023,2022,Ontario,K7C 3P5,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2022-12-20,Décembre 2022,2022-2023,2022,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-20,Décembre 2022,2022-2023,2022,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-20,Décembre 2022,2022-2023,2022,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2022-12-20,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V9T 2H1,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,H7G 4W6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,H7G 4W6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,H7G 4W6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,J8Z 1S8,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,J7V 6N5,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,H7G 4W6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,H7G 4W6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,H7G 4W6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-21,Décembre 2022,2022-2023,2022,Québec ,H9B 2C8,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Ontario,L2E 6C7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-22,Décembre 2022,2022-2023,2022,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-28,Décembre 2022,2022-2023,2022,Québec ,G6V 6C7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2022-12-28,Décembre 2022,2022-2023,2022,Alberta,T1K 2R3,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2022-12-28,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V3R 4G6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-28,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V3R 4G6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-29,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V3R 4G6,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,7 500,Colombie-Britannique ,Canada
2022-12-29,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V4N 4C2,Location,2023,Peterbilt,579EV,Peterbilt 579EV,VÉ ,Classe 8,Tracteur ,150 000,Colombie-Britannique ,Canada
2022-12-29,Décembre 2022,2022-2023,2022,Ontario,L4N 9H7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2022-12-30,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V5C 3Z5,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2022-12-30,Décembre 2022,2022-2023,2022,Colombie-Britannique ,V5C 3Z5,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-03,Janvier 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-01-03,Janvier 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-04,Janvier 2023,2022-2023,2023,Québec ,G8K 1S2,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-06,Janvier 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,LionC,Lion LionC,VÉ ,Classe 7,Navette  ,100 000,Québec ,Canada
2023-01-06,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V2B 2B8,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-09,Janvier 2023,2022-2023,2023,Ontario,M9V 2C1,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-10,Janvier 2023,2022-2023,2023,Québec ,J8L 3T4,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-10,Janvier 2023,2022-2023,2023,Alberta,T9E 0W8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-10,Janvier 2023,2022-2023,2023,Québec ,G1M 3C8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H7P 0C2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H7P 0C2,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,J6A 2P3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Québec ,H4R 1J7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-11,Janvier 2023,2022-2023,2023,Manitoba,R2V 2B8,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Manitoba,Canada
2023-01-12,Janvier 2023,2022-2023,2023,Ontario,L4A 2T1,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-13,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-16,Janvier 2023,2022-2023,2023,Québec ,J4Y 1A1,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-17,Janvier 2023,2022-2023,2023,Québec ,H4P 1P7,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-17,Janvier 2023,2022-2023,2023,Québec ,J6X 4H6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-17,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V3S 7R2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-17,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-18,Janvier 2023,2022-2023,2023,Alberta,T7X 2Y3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-01-18,Janvier 2023,2022-2023,2023,Nouvelle-Écosse ,B0W 3M0,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-01-18,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V3R 4G6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-19,Janvier 2023,2022-2023,2023,Alberta,T1Y 1A2,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-01-19,Janvier 2023,2022-2023,2023,Alberta,T1Y 1A2,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-01-19,Janvier 2023,2022-2023,2023,Île-du-Prince-Édouard ,C1A 5P4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Île-du-Prince-Édouard ,Canada
2023-01-20,Janvier 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-20,Janvier 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-23,Janvier 2023,2022-2023,2023,Nouveau-Brunswick ,E1C 8M7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouveau-Brunswick ,Canada
2023-01-23,Janvier 2023,2022-2023,2023,Alberta,T6N 1C1,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-24,Janvier 2023,2022-2023,2023,Nouveau-Brunswick ,E1C 8M7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouveau-Brunswick ,Canada
2023-01-26,Janvier 2023,2022-2023,2023,Nouvelle-Écosse ,B1P 5T3,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouvelle-Écosse ,Canada
2023-01-26,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Ontario,L2E 6C7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion8P,Lion Lion8P,VÉ ,Classe 8,Camion ,100 000,Québec ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Ontario,L7N 2G2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-01,Février 2023,2022-2023,2023,Colombie-Britannique ,V5C 3Z5,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-01,Février 2023,2022-2023,2023,Ontario,M1B 5V7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-01,Février 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2023,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2023,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,J0K 3C0,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-03,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-07,Février 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-02-07,Février 2023,2022-2023,2023,Nouvelle-Écosse ,B9A 3K4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouvelle-Écosse ,Canada
2023-02-07,Février 2023,2022-2023,2023,Colombie-Britannique ,V3S 7R2,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-07,Février 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-08,Février 2023,2022-2023,2023,Colombie-Britannique ,V5B 2Z9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,J3N 1M2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Nouvelle-Écosse ,B3K 0A2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouvelle-Écosse ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-09,Février 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-09,Février 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-10,Février 2023,2022-2023,2023,Québec ,G1M 3C8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-10,Février 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-10,Février 2023,2022-2023,2023,Colombie-Britannique ,V6V 2C1,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-13,Février 2023,2022-2023,2023,Colombie-Britannique ,V8Z 3L4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-13,Février 2023,2022-2023,2023,Ontario,K9V 4S5,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-13,Février 2023,2022-2023,2023,Colombie-Britannique ,V1M 0B8,Achat,2023,International,eMV Battery Electric Truck,International eMV Battery Electric Truck,VÉ ,Classe 7,Camion porteur ,100 000,Colombie-Britannique ,Canada
2023-02-13,Février 2023,2022-2023,2023,Ontario,N0L 1W0,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-15,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-15,Février 2023,2022-2023,2023,Ontario,N8M 2W4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-16,Février 2023,2022-2023,2023,Ontario,L9Y 1W5,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-16,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-17,Février 2023,2022-2023,2023,Ontario,L4N 9H7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-17,Février 2023,2022-2023,2023,Québec ,J9T 3A2,Achat,2023,Kenworth,T680E,Kenworth T680E,VÉ ,Classe 8,Tracteur ,150 000,Québec ,Canada
2023-02-21,Février 2023,2022-2023,2023,Ontario,L8H 5Y3,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-21,Février 2023,2022-2023,2023,Québec ,J2W 2M4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-21,Février 2023,2022-2023,2023,Québec ,J2W 2M4,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-22,Février 2023,2022-2023,2023,Ontario,N5C 2P6,Achat,2022,Lightning eMotors,ZEV3 Passenger Van Series,Lightning eMotors ZEV3 Passenger Van Series,VÉ ,Classe 3,Fourgonette ,40 000,Québec ,Canada
2023-02-22,Février 2023,2022-2023,2023,Ontario,N5C 2P6,Achat,2022,Lightning eMotors,ZEV3 Passenger Van Series,Lightning eMotors ZEV3 Passenger Van Series,VÉ ,Classe 3,Fourgonette ,40 000,Québec ,Canada
2023-02-23,Février 2023,2022-2023,2023,Colombie-Britannique ,V2T 5M1,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-24,Février 2023,2022-2023,2023,Ontario,N0M 1S3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
